show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,ratingdescription,user_rating_score,user_rating_size,language,Url
683,TV Show,Penguin Town,,,,16-Jun-21,2021,TV-PG,1 Season,"Docuseries, Science & Nature TV","In a picturesque South African town, an eclectic group of endangered penguins flock together to find mates, raise families and mix with the locals.",35,55,80,English,"https://m.media-amazon.com/images/M/MV5BMWZiM2VlNmMtZjg4Ni00MTA5LTk1ZGYtYjUwNzZjMGNjNDY5XkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_SY150_CR3,0,101,150_.jpg"
684,Movie,Security,Peter Chelsom,"Marco D'Amore, Maya Sansa, Silvio Muccino, Valeria Bilello, Ludovica Martino, Giulio Pranno, Tommaso Ragno, Beatrice Grannò, Antonio Zavatteri, Anna Della Rosa, Fabrizio Bentivoglio",Italy,16-Jun-21,2021,TV-MA,119 min,"Dramas, International Movies, Thrillers","After the assault of a young woman in their seaside town, a security expert and his family get caught in a powerful riptide of secrets and lies.",60,94,80,Italian,"https://m.media-amazon.com/images/M/MV5BZmI4OGE0MTktOTQ3ZC00ZDlhLTg1OGMtMjRiMTMwNzgzZDIyXkEyXkFqcGdeQXVyNjc4Nzk3NzU@._V1_SY150_CR2,0,101,150_.jpg"
685,Movie,Silver Skates,Michael Lockshin,"Fedor Fedotov, Sonya Priss, Yury Borisov, Kirill Zaitsev, Aleksey Guskov, Severija Janusauskaite, Cathy Belton",,16-Jun-21,2020,TV-MA,138 min,"Action & Adventure, Dramas, International Movies","On the frozen rivers and canals of St. Petersburg, a petty thief on skates warms the heart of an aristocrat’s daughter as forces try to keep them apart.",60,91,80,English,"https://m.media-amazon.com/images/M/MV5BNzg1ODA3MmUtMWRhNC00Y2U4LWFmODAtOTg2MjE3NGQ0N2U5XkEyXkFqcGdeQXVyMjUwNjY5MzA@._V1_SY150_CR9,0,101,150_.jpg"
686,TV Show,Avengers Climate Conundrum,,"Giles Panton, Michael Daingerfield, Bill Newton, James Blight, Nicole Oliver, Adrian Petriw, Alex Barima, Rebecca Shoichet",United States,15-Jun-21,2020,TV-Y7,1 Season,"Kids' TV, TV Comedies","When a mysterious force steals Tony Stark’s weather machine to wreak havoc on the world, the Avengers must survive the extreme storms to save the day.",60,95,80,English,"https://m.media-amazon.com/images/M/MV5BMWU1ZDBjZjItNTc4Zi00NTZjLWE1OWQtZTg0ZjRlYTMzYjg5XkEyXkFqcGdeQXVyNTg3MjA4NDc@._V1_SX101_CR0,0,101,150_.jpg"
687,TV Show,Beyond Evil,,"Shin Ha-kyun, Yeo Jin-goo, Choi Dae-hoon, Choi Sung-eun, Cheon Ho-jin, Choi Jin-ho",,15-Jun-21,2021,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Thrillers","As a killing resembling a cold case resurfaces in a small town, the chase for the truth falls on two policemen who each harbor secrets of their own.",35,74,80,English,"https://m.media-amazon.com/images/M/MV5BMDYzMjFkZDYtYzYxMy00YjZkLThiMmQtYjhiM2M1MzdiMzU5XkEyXkFqcGdeQXVyNDY5MjMyNTg@._V1_SY150_CR1,0,101,150_.jpg"
688,TV Show,Elite Short Stories: Nadia Guzmán,,"Mina El Hammani, Miguel Bernardeau, Omar Ayuso",,15-Jun-21,2021,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows","Nadia feels conflicted about whether or not to see her long distance boyfriend, Guzmán, when she returns to Spain for her sister's wedding.",10,68,80,English,"https://m.media-amazon.com/images/M/MV5BY2E2MGQ3OWUtNmRlMC00NjBkLTkwN2QtZTE1YmQ3OWMwN2JiXkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_SY150_CR3,0,101,150_.jpg"
689,Movie,FTA,Francine Parker,"Jane Fonda, Donald Sutherland, Pamela Donegan, Len Chandler, Michael Alaimo, Holly Near, Paul Mooney, Rita Martinson",United States,15-Jun-21,1972,TV-MA,104 min,Documentaries,"The restored documentary captures the Pacific leg of the 1971 anti-Vietnam War ""Free the Army"" comedy tour and experiences on both sides of the stage.",35,88,80,English,"https://m.media-amazon.com/images/M/MV5BYWNiYjIwNTAtNmY1OS00MmRiLWJlMTktNzZmYzJkY2ZjMGQ3XkEyXkFqcGdeQXVyMjI3NDAyNg@@._V1_SY150_CR0,0,101,150_.jpg"
690,Movie,Headspace: Unwind Your Mind,,"Andy Puddicombe, Evelyn Lewis Prieto, Ginger Daniels, Darren Pettie, Simon Prebble, Rhiannon Mcgavin, Kate Seftel",,15-Jun-21,2021,TV-G,273 min,Documentaries,"Do you want to relax, meditate or sleep deeply? Personalize the experience according to your mood or mindset with this Headspace interactive special.",35,65,80,English,"https://m.media-amazon.com/images/M/MV5BMjM3MTQyNmUtYzI3OC00NmY5LTg2YTAtNjM3MTA2OTUyNmU3XkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_SY150_CR3,0,101,150_.jpg"
691,Movie,Life of Crime,Daniel Schechter,"Jennifer Aniston, Mos Def, Isla Fisher, Will Forte, Mark Boone Junior, Tim Robbins, John Hawkes, Clea Lewis, Charlie Tahan, Kevin Corrigan",United States,15-Jun-21,2013,R,101 min,"Comedies, Independent Movies","After two small-time crooks kidnap and ransom a rich businessman's wife, they discover a flaw in their plan: Her cheating husband doesn't want her back.",10,81,80,English,"https://m.media-amazon.com/images/M/MV5BMjE0NzQ1OTEwOV5BMl5BanBnXkFtZTgwMTY0MzUxMjE@._V1_SX101_CR0,0,101,150_.jpg"
692,TV Show,Power Rangers Dino Fury,,"Russell Curry, Hunter Deno, Kai Moya, Tessa Rao, Chance Perez, Shavaughn Ruakere, Blair Strang",United States,15-Jun-21,2021,TV-G,1 Season,Kids' TV,"With the prehistoric force of the dinosaurs, a new crew of Power Rangers must deal with a menacing army of alien creatures attacking Earth.",70,,82,English,"https://m.media-amazon.com/images/M/MV5BNTg1YjE4MWItNGM5MS00ODM4LWE5ODktODdjM2ExYjMxNjBlXkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_SY150_CR3,0,101,150_.jpg"
693,TV Show,Rhyme Time Town,,"Luke Amis, Annabelle Westenholz-Smith, Maddie Evans, Jude Muir",,15-Jun-21,2021,TV-Y,2 Seasons,Kids' TV,Fun-loving friends Daisy and Cole use music and imagination to solve problems in a town filled with nursery rhyme characters.,10,81,80,English,"https://m.media-amazon.com/images/M/MV5BZTdiMGQ5OWUtNGMwMC00ZTYyLTk0ZWMtYTUyYWFjY2FhZGYyXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SY150_CR3,0,101,150_.jpg"
694,Movie,Rogue Warfare: Death of a Nation,Mike Gunther,"Will Yun Lee, Jermaine Love, Rory Markham, Bertrand-Xavier Corbi, Katie Keene, Fernando Chien, Gina DeCesare, Michael Blalock, Stephen Lang, Chris Mulkey",United States,15-Jun-21,2020,R,99 min,Action & Adventure,"As their leader recovers from trauma, a global team of elite soldiers must regroup and stop the deadly plans of an extremist mastermind within 36 hours.",10,82,80,English,"https://m.media-amazon.com/images/M/MV5BNmNlNTc2YjYtNmY4Ny00NzE5LWJmMWItNzk0NThmYjFjMWU1XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_SY150_CR0,0,101,150_.jpg"
695,Movie,Sir! No Sir!,David Zeiger,Troy Garity,United States,15-Jun-21,2005,TV-MA,84 min,Documentaries,This documentary chronicles the largely forgotten antiwar activities of American GIs and other members of the military during the Vietnam era.,35,85,80,English,"https://m.media-amazon.com/images/M/MV5BMjA4NDAxNDA2NV5BMl5BanBnXkFtZTcwNDU4MjYzMQ@@._V1_SY150_CR0,0,101,150_.jpg"
696,TV Show,The American Bible Challenge,Michael Simon,Jeff Foxworthy,United States,15-Jun-21,2014,TV-G,1 Season,Reality TV,"Join host Jeff Foxworthy as contestants test their knowledge of all things biblical, competing to win money for the charities of their choice.",10,,82,English,"https://m.media-amazon.com/images/M/MV5BODY3Yjg5ZTEtZjk5Zi00NTAyLWFiZjktZjY3MGEwMjU1ZmJkXkEyXkFqcGdeQXVyMzU5MTkyMg@@._V1_SY150_CR83,0,101,150_.jpg"
697,Movie,The Reason I Jump,Jerry Rothwell,,"United States, United Kingdom",15-Jun-21,2021,TV-14,82 min,Documentaries,The diverse experiences and emotions of five young people with autism fuel this illuminating documentary based on Naoki Higashida's bestselling memoir.,60,94,80,English,"https://m.media-amazon.com/images/M/MV5BZWU4MmNjNmQtM2VkZS00ZDQ5LThlNzgtNDQ5ZTI5M2Y1NzEyXkEyXkFqcGdeQXVyMjI3NDAyNg@@._V1_SY150_CR0,0,101,150_.jpg"
698,TV Show,Elite Short Stories: Guzmán Caye Rebe,,"Miguel Bernardeau, Claudia Salas, Georgina Amorós",,14-Jun-21,2021,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas","Rebe hosts an intimate house warming party for her friends, but the situation takes a dramatic turn with the help of drugs and unexpected visitors.",60,70,80,English,"https://m.media-amazon.com/images/M/MV5BNjEzNzVjZTQtOTg2OC00Y2JmLWEwM2EtNGYzYzlhZTAxYzczXkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_SY150_CR3,0,101,150_.jpg"
699,TV Show,Metallica: Some Kind of Monster,"Joe Berlinger, Bruce Sinofsky","James Hetfield, Lars Ulrich, Kirk Hammett, Robert Trujillo",United States,13-Jun-21,2014,TV-MA,1 Season,TV Shows,"This collection includes the acclaimed rock documentary about Metallica, plus a film checking in with the still-thriving group 10 years later.",10,,82,English,"https://m.media-amazon.com/images/M/MV5BMjA4MzY1Nzc3NF5BMl5BanBnXkFtZTYwMzUxNTU3._V1_SY150_CR0,0,101,150_.jpg"
700,Movie,Picture a Scientist,"Ian Cheney, Sharon Shattuck",,United States,13-Jun-21,2020,TV-MA,97 min,Documentaries,"In this documentary, leading women scientists discuss the inequalities they've faced as they set out to create a new formula to make STEM open to all.",10,,82,English,"https://m.media-amazon.com/images/M/MV5BZjFlNWE4OTEtNzc5MS00OTlhLWI4NzUtNGZlYjI2ZDc4ZmJiXkEyXkFqcGdeQXVyMjI2ODgzMTY@._V1_SY150_CR0,0,101,150_.jpg"
701,Movie,The Devil Below,Bradley Parker,"Alicia Sanz, Will Patton, Jonathan Sadowski, Adan Canto, Zach Avery, Chinaza Uche, Jesse LaTourette",United States,13-Jun-21,2021,TV-MA,89 min,Horror Movies,"When a team of researchers tries to find out what started a fire in a coal mine, they quickly discover that the disaster is anything but natural.",60,96,80,English,"https://m.media-amazon.com/images/M/MV5BZTc4NzQ3ZjQtMDU1NC00MWJhLTk3MjMtMmI5NTc3N2Y5MDNhXkEyXkFqcGdeQXVyMTEyNDk3MjY3._V1_SY150_CR0,0,101,150_.jpg"
702,Movie,Cobra Kai - The Afterparty,,"David Spade, London Hughes, Fortune Feimster",,12-Jun-21,2021,TV-MA,34 min,Movies,"Ralph Macchio, William Zabka and more from the ""Cobra Kai"" cast drop by to chat Season 3 (spoilers ahead!), followed by Bill Burr of ""F Is for Family.""",10,70,80,English,"https://m.media-amazon.com/images/M/MV5BN2FjYmFhNWEtZDg5NC00Mzk0LTk0OTctZTRkOGE4MzNjNGU0XkEyXkFqcGdeQXVyMjgzNDQyMjE@._V1_SY150_CR82,0,101,150_.jpg"
703,TV Show,LEGO Friends: The Power of Friendship,,"Erica Mendez, Marianne Miller, Rachelle Heger, Millie O'Conner, Alexa Kahn, Doug Stone, Chris Smith, Bryce Papenbrook, Heather Downey, Chris Hackney, Ben Pronsky",Denmark,11-Jun-21,2016,TV-Y7,2 Seasons,Kids' TV,"Five best friends face adventures side by side in their hometown. Zany antics, love and missteps are better with friends!",35,84,80,Denish,"https://m.media-amazon.com/images/M/MV5BMTA2YmRmMDMtZGE5MS00MGQ5LWIxMTMtY2JiZTBhODIyNjcwXkEyXkFqcGdeQXVyNDA3MzI1ODQ@._V1_SX101_CR0,0,101,150_.jpg"
704,TV Show,Lupin,,"Omar Sy, Ludivine Sagnier, Clotilde Hesme, Nicole Garcia, Hervé Pierre, Soufiane Guerrab, Antoine Gouy, Fargass Assandé, Vincent Londez, Shirine Boutella","France, United States",11-Jun-21,2021,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, TV Action & Adventure","Inspired by the adventures of Arsène Lupin, gentleman thief Assane Diop sets out to avenge his father for an injustice inflicted by a wealthy family.",60,92,80,"French, English","https://m.media-amazon.com/images/M/MV5BZjEyMmUyYmYtNTAwYi00OWUwLWJlNzEtMDM2N2QxNzIwMTdjXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SY150_CR0,0,101,150_.jpg"
705,Movie,Sarbath,Prabhakaran,"Kathir, Soori, Rahasya Gorak, Ashvatt",India,11-Jun-21,2021,TV-PG,113 min,"Comedies, Dramas, International Movies","When a city man returns to his native village for his brother’s wedding, several unforeseen snags make his visit more eventful than anticipated.",35,61,80,Hindi,"https://m.media-amazon.com/images/M/MV5BZWE1MDAzNjAtNWJhNy00NDMzLWJkYzYtYmY1MGZhYmUzNTg0XkEyXkFqcGdeQXVyNTEyNzA3ODk@._V1_SX101_CR0,0,101,150_.jpg"
706,Movie,Skater Girl,Manjari Makijany,"Rachel Saanchita Gupta, Amy Maghera, Shafin Patel, Ambrish Saxena, Swati Das, Jonathan Readwin, Ankit Yadav, Anurag Arora, Vinayak Gupta, Vivek Yadav, Waheeda Rehman","United States, India",11-Jun-21,2021,PG,110 min,"Children & Family Movies, Dramas, International Movies","When a teen in rural India discovers a life-changing passion for skateboarding, she faces a rough road as she follows her dream to compete.",60,97,80,English,"https://m.media-amazon.com/images/M/MV5BODQ4Mjg2N2QtNTYwMS00ZDJiLTgzZjAtNjA3YmZlMzVmNjQ4XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SY150_CR0,0,101,150_.jpg"
707,TV Show,Trese,Jay Oliva,"Shay Mitchell, Liza Soberano, Jon Jon Briones, Darren Criss, Manny Jacinto, Dante Basco, Nicole Scherzinger, Lou Diamond Phillips, Steve Blum","Philippines, Singapore, Indonesia",11-Jun-21,2021,TV-MA,1 Season,"Anime Series, Crime TV Shows, TV Horror","In Manila, where dark supernatural forces pervade the criminal underworld, it’s up to Alexandra Trese to keep the peace — but there’s a storm brewing.",60,97,80,"Bahasa, English","https://m.media-amazon.com/images/M/MV5BM2JmMzBhYWUtOGRlZi00NWE3LWJjNDgtMzc4ZWY2ZGJlMGU3XkEyXkFqcGdeQXVyMzY0MTE3NzU@._V1_SY150_CR0,0,101,150_.jpg"
708,Movie,Trese After Dark,,,,11-Jun-21,2021,TV-14,36 min,"Anime Features, Documentaries","Stars and creators gather to discuss “Trese,” from its Filipino folklore inspirations to the comic’s beginnings and its journey to an anime series.",60,72,80,English,"https://m.media-amazon.com/images/M/MV5BMjRmYzg2NDYtZWI2My00ODhiLWExOWMtMDJkYmRjYTNlZmY2XkEyXkFqcGdeQXVyMjQ3MjU3NTU@._V1_SX101_CR0,0,101,150_.jpg"
709,Movie,Wish Dragon,Chris Appelhans,"Jimmy Wong, John Cho, Constance Wu, Will Yun Lee, Bobby Lee, Jimmy O. Yang, Ian Chen","China, United States, Canada",11-Jun-21,2021,PG,102 min,"Children & Family Movies, Comedies",Determined teen Din is longing to reconnect with his childhood best friend when he meets a wish-granting dragon who shows him the magic of possibilities.,35,,82,"English, Mandarin","https://m.media-amazon.com/images/M/MV5BNDg0N2NiZTAtZWVjNy00YmJlLWI0NDktMjFkMmRiZGIyNzRmXkEyXkFqcGdeQXVyMTA1OTcyNDQ4._V1_SY150_CR0,0,101,150_.jpg"
710,Movie,A Haunted House 2,Michael Tiddes,"Marlon Wayans, Jaime Pressly, Essence Atkins, Affion Crockett, Hayes MacArthur, Rick Overton, Ashley Rickards, Cedric the Entertainer, Dave Sheridan, Missi Pyle, Gabriel Iglesias, Steele Stebbins",United States,10-Jun-21,2014,R,86 min,"Comedies, Horror Movies","Grieving after a tragedy, Malcolm tries to start fresh with his new girlfriend and her kids — but supernatural shenanigans find their way back to him.",60,92,80,English,"https://m.media-amazon.com/images/M/MV5BMTQ4Njc2MTY4OF5BMl5BanBnXkFtZTgwNTQyNTg1MTE@._V1_SY150_CR0,0,101,150_.jpg"
711,Movie,Blind Intersections,Lara Saba,"Alaa Hammoud, Ghida Nouri, Carole Hajj, Chadi Haddad, Leila Hakim, Charbel Ziade, Nibal Arakji, Caroline Hatem, Josyane Boulos, Mario Bassil","Lebanon, United Arab Emirates",10-Jun-21,2012,TV-MA,91 min,"Dramas, International Movies",This film follows the societal challenges three strangers in Beirut go through as unexpected events link their fates.,60,96,80,"English, Arabic","https://m.media-amazon.com/images/M/MV5BMWIyZTIyYjAtMDU2ZS00Y2NhLTgzMmQtNmUzZDhiYzg4YTI4XkEyXkFqcGdeQXVyMjc0MjEwOA@@._V1_SY150_CR10,0,101,150_.jpg"
712,Movie,Camellia Sisters,"Bao Nhan, Namcito","Le Khanh, Kaity Nguyen, Hong Van, Khuong Le, Hoang Dung, Anh Dung, Si Nguyen, Huyng Kien An",Vietnam,10-Jun-21,2021,TV-MA,117 min,"Dramas, International Movies",Tensions rise and untold secrets surface for three royal sisters when a family treasure is stolen the night before an antique auction.,60,97,80,Vietnamese,"https://m.media-amazon.com/images/M/MV5BYjU3OTI0OTEtMWE0MC00NmYyLTgwYmUtMmI3NTc4NjVlNTllXkEyXkFqcGdeQXVyNDc0Njc1NTY@._V1_SY150_CR24,0,101,150_.jpg"
713,Movie,Copenhagen,Mark Raso,"Gethin Anthony, Frederikke Dahl Hansen, Sebastian Armesto, Olivia Grant, Baard Owe, Mille Dinesen, Martin Hestbæk, Tamzin Merchant","Canada, United States, Denmark",10-Jun-21,2014,TV-MA,99 min,"Dramas, Independent Movies, Romantic Movies","Philandering his way across Europe to find the grandfather he's never met, William unexpectedly befriends a 14-year-old who changes how he sees women.",60,,81,English,"https://m.media-amazon.com/images/M/MV5BMTY5NDQwODE1Ml5BMl5BanBnXkFtZTgwMjg0MjYyMjE@._V1_SY150_CR2,0,101,150_.jpg"
714,TV Show,Locombianos,,"Freddy Beltrán, Pamela Ospina, Diego Camargo, Catalina Guzmán",Colombia,10-Jun-21,2021,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, Stand-Up Comedy & Talk Shows",Four of Colombia's funniest and bawdiest comedians perform before a post-quarantine audience hungry for their stories.,60,93,80,"Spanish, English","https://m.media-amazon.com/images/M/MV5BM2U0NmRmYjctNWJjMi00NGZhLTlkNDEtMDliMjMwOGI3MWMzXkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_SY150_CR3,0,101,150_.jpg"
715,Movie,Until Midnight,Tariq Alkazim,"Ahmad Khamis Ali, Chuka Ekweogwu, Heba Al Hamwi, Rik Aby, Merouane Ali, Khalid Al Suwaidi, Saeed Arjumand",United Arab Emirates,10-Jun-21,2019,TV-14,77 min,"International Movies, Thrillers","After returning home from a work trip, a newlywed must fight off a masked intruder before his wife returns at midnight.",60,96,80,Arabic,"https://m.media-amazon.com/images/M/MV5BNjFiMzI3NjItZmFiMS00MTIyLWI5ZDAtNDU2NzQ0NmM0NThhXkEyXkFqcGdeQXVyNjQzNDE0MzI@._V1_SY150_CR2,0,101,150_.jpg"
716,Movie,Awake,Mark Raso,"Gina Rodriguez, Ariana Greenblatt, Frances Fisher, Jennifer Jason Leigh, Barry Pepper, Shamier Anderson, Finn Jones, Lucius Hoyos, Gil Bellows",United States,09-Jun-21,2021,TV-MA,97 min,"Dramas, Thrillers","After a global event wipes out humanity's ability to sleep, a troubled ex-soldier fights to save her family as society and her mind spiral into chaos.",10,77,80,English,"https://m.media-amazon.com/images/M/MV5BNzZlYTI0NDYtODg4YS00YjUxLTgwZjItY2NhMDE0MjQ2ZTA5XkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_SY150_CR0,0,101,150_.jpg"
717,Movie,Confusion Na Wa,Kenneth Gyang,"Ramsey Nouah, OC Ukeje, Ali Nuhu, Tunde Aladese, Gold Ikponmwosa, Tony Goodman, Nathaniel Deme, Yanchat Sankey, Lisa Pam Tok, Toyin Alabi",Nigeria,09-Jun-21,2013,TV-MA,106 min,"Comedies, Dramas, International Movies",A misplaced cell phone's incriminating content becomes a prime blackmail opportunity for a pair of petty thieves who soon regret their greedy scheme.,10,,82,English,"https://m.media-amazon.com/images/M/MV5BMTQ3MDE3NDkyOV5BMl5BanBnXkFtZTgwMzIyODk4NjE@._V1_SY150_CR6,0,101,150_.jpg"
718,TV Show,"Fresh, Fried & Crispy",,,United States,09-Jun-21,2021,TV-PG,1 Season,Reality TV,"Passionate about food and ready for fun, critic Daym Drops drops in on America's smokin' hot spots for the best, freshest takes on fried food.",35,80,80,English,"https://m.media-amazon.com/images/M/MV5BMWNlNzAxOTYtNDA3MS00MWE4LWE2ZDctM2E5YjAyMjhjMDVhXkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_SY150_CR0,0,101,150_.jpg"
719,TV Show,L.A.’s Finest,,"Jessica Alba, Gabrielle Union",United States,09-Jun-21,2021,TV-MA,2 Seasons,"Crime TV Shows, TV Action & Adventure, TV Comedies","In this spinoff of the ""Bad Boys"" franchise, two police detectives team up while trying to keep their stormy pasts — and differences — from interfering.",41,65,80,English,"https://m.media-amazon.com/images/M/MV5BMjVlMzZkMTYtYjFiYy00Njc4LTk2NmMtYmRhZjJmZjcxNDg1XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SY150_CR0,0,101,150_.jpg"
720,Movie,Tragic Jungle,Yulene Olaizola,"Indira Andrewin, Gilberto Barraza, Gabino Rodríguez, Eligio Meléndez, Mariano Tun Xool, Dale Carley, José Alfredo González Dzul, Eliseo Mancilla De La Cruz","Mexico, France, Colombia",09-Jun-21,2021,TV-MA,97 min,"Dramas, Independent Movies, International Movies","To escape an arranged marriage, a woman flees into the depths of the Mayan jungle, where untamed nature merges the human and the supernatural.",60,81,80,"Spanish, English","https://m.media-amazon.com/images/M/MV5BMDUwNTc2ZjctYzA5Yy00MThhLTk3YjgtY2M2NDQ4YmZmZTM1XkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_SY150_CR3,0,101,150_.jpg"
721,TV Show,Guru Aur Bhole,,Amit Kumar,,08-Jun-21,2018,TV-Y7,2 Seasons,"Kids' TV, TV Comedies",A singer and a dancer who are best friends use their artistic abilities to get out of one hilariously sticky situation after another.,35,93,80,English,"https://m.media-amazon.com/images/M/MV5BNjhmYjIxNWMtOWM3Ni00NWU5LWFlOGYtYTcwYTM1OWZjNTRkXkEyXkFqcGdeQXVyODQyMjg4NDE@._V1_SY150_CR83,0,101,150_.jpg"
722,Movie,Vampire Academy,Mark Waters,"Zoey Deutch, Lucy Fry, Danila Kozlovsky, Gabriel Byrne, Dominic Sherwood, Sarah Hyland, Sami Gayle","United States, United Kingdom",07-Jun-21,2014,PG-13,104 min,"Action & Adventure, Comedies, Sci-Fi & Fantasy","A half-human, half-vampire teen must prepare for class and her destiny as the protector of mortal vampires against their vicious immortal counterparts.",60,80,80,English,"https://m.media-amazon.com/images/M/MV5BOTRkZjI5YTYtNDk1Yi00NzFjLWI3N2YtNmRkZjJiZjlkOTNiXkEyXkFqcGdeQXVyMTM2MTcxNDI0._V1_SY150_CR60,0,101,150_.jpg"
723,TV Show,"Newly Rich, Newly Poor",,"Martín Karpan, Carolina Acevedo, Jhon Álex Toro, María Cecilia Botero, Andrés Toro, Andrea Noceti, Diana Neira, Hugo Gómez, Isabel Cristina Estrada, Mauricio Vélez",Colombia,06-Jun-21,2007,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows","After learning they were switched at birth, wealthy Andrés and working-class Brayan must adjust to the families and lifestyles they were meant to have.",35,,82,"Spanish, English","https://m.media-amazon.com/images/M/MV5BNjJhYzlkY2MtYjUxNy00YTQwLWFlZWQtNzg2NGUwYTk1MjBkXkEyXkFqcGdeQXVyNDUzNzExOTE@._V1_SY150_CR11,0,101,150_.jpg"
724,Movie,A Private War,Matthew Heineman,"Rosamund Pike, Jamie Dornan, Tom Hollander, Stanley Tucci, Nikki Amuka-Bird, Faye Marsay, Greg Wise, Corey Johnson, Raad Rawi, Jesuthasan Antonythasan","United Kingdom, United States",05-Jun-21,2018,R,110 min,"Dramas, Independent Movies","In this biopic, war correspondent Marie Colvin risks it all to bring back the truth from the frontlines, despite the toll it takes on her own life.",60,81,80,English,"https://m.media-amazon.com/images/M/MV5BODFkMzljMWUtY2NjNS00NjZhLTk4MDItYWNjMjIyODZlNDc1XkEyXkFqcGdeQXVyNzEyMTk0MzM@._V1_SY150_CR0,0,101,150_.jpg"
725,Movie,Kitty Love: An Homage to Cats,,Nicolette Kluijver,Netherlands,05-Jun-21,2021,TV-G,61 min,"Children & Family Movies, Documentaries, International Movies","Famous feline Abatutu presents this charming celebration of cats, showcasing their finest and friskiest moments with a collection of home videos.",60,,82,Dutch,"https://m.media-amazon.com/images/M/MV5BZTkxYjM2YjAtN2UwNC00NWIyLWFjMzYtMjBkMmY2Njc5MWQ3XkEyXkFqcGdeQXVyNzE2MTQyMzM@._V1_SY150_CR3,0,101,150_.jpg"
726,Movie,Small Chops,Robert Peters,"Chika Ike, Max Cavenham, Nkem Owoh, Nse Ikpe-Etim, Toyin Abraham, Eucharia Anunobi, Sophie Alakija, Hafis Ayetoro, Omotunde Adebowale David",Nigeria,05-Jun-21,2020,TV-MA,98 min,"Dramas, International Movies, Romantic Movies","When a business mogul hires an exotic dancer for a weekend of entertainment, it quickly morphs into a messy situation full of misunderstanding.",35,95,80,English,"https://m.media-amazon.com/images/M/MV5BNzE5MTQ1YjAtZmE2NS00ZDc4LThiYTItM2VkMTk3ZmY3NTU2XkEyXkFqcGdeQXVyNDA2MzY0MzY@._V1_SX101_CR0,0,101,150_.jpg"
727,Movie,Breaking Boundaries: The Science Of Our Planet,Jonathan Clay,"David Attenborough, Johan Rockström",United States,04-Jun-21,2021,TV-PG,74 min,Documentaries,David Attenborough and scientist Johan Rockström examine Earth's biodiversity collapse and how this crisis can still be averted.,60,91,80,English,"https://m.media-amazon.com/images/M/MV5BOWI5NjRmY2UtYzlhMy00M2JhLTg0OGQtY2E2ZGFmM2Y0Yzk3XkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_SY150_CR9,0,101,150_.jpg"
728,TV Show,Feel Good,Ally Pankiw,"Mae Martin, Charlotte Ritchie, Lisa Kudrow, Sophie Thompson, Tom Andrews, Tobi Bamtefa, Phil Burgers, Ophelia Lovibond, Adrian Lukis, Ritu Arya, Ramon Tikaram",United Kingdom,04-Jun-21,2021,TV-MA,2 Seasons,"Romantic TV Shows, TV Comedies, TV Dramas","Stand-up comic Mae Martin navigates a passionate, messy new relationship with her girlfriend, George, while dealing with the challenges of sobriety.",35,,82,English,"https://m.media-amazon.com/images/M/MV5BNDYyY2EwY2ItNjJmNi00NWMyLWJkNzMtOWFjZmZmYjE2NzEyXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_SY150_CR3,0,101,150_.jpg"
729,TV Show,Human: The World Within,,,,04-Jun-21,2021,TV-PG,1 Season,"Docuseries, Science & Nature TV",Cutting-edge science and captivating personal stories collide in this illuminating docuseries about the incredible workings of the human body.,35,61,80,English,"https://m.media-amazon.com/images/M/MV5BNzUxZGVhNGQtMWRkNi00NmY0LThlN2UtZDg0OGM0ZWVkMTJmXkEyXkFqcGdeQXVyMTMwMTg1ODQw._V1_SX101_CR0,0,101,150_.jpg"
